순번,연번,사고일자,소방접수시간,사고업체명,주소,시도,시군구,사고내용,사고원인,사고유형,제1사고물질,제2사고물질,제3사고물질,사망_직접,사망_기타,부상_직접,부상_기타,환경피해,재산피해
82,2014-082,2014-09-13,00:13:00,서희케미컬,전남 여수시 해산동 여수생명나무교회 부근 도로,전남,여수시,"전남 여수시 해산동 해산교차로 일대에서 염산 탱크로리 차량 가드레일 충격 후 전복으로 인해 염산누출(사망 1명, 부상 6명)",운송차량,누출,염산,,,1,0,6,0,,
83,2014-083,2014-09-19,09:23:00,금강얼음,경기 의정부시 의정부동 188-15 2층 금강얼음,경기,의정부시,"사용자부주의로 산성(계면활성제, 유기분해제, 향료, 유기산) 에어컨핀세제 XT-2 7리터가 유출된 사고",안전기준 미준수,누출,"에어컨핀세제(염소산칼륨 25%, 수산화나트륨 3%)",,,0,0,0,0,,
84,2014-084,2014-09-25,17:14:00,대구지방검찰청,대구  수성구 범어동 458-2 고등검찰청,대구,수성구,대구지방검찰청 본관 창고내 압수물품으로 보관 중이던 화학물질을 폐기처리하기 위해 이송 중 용기가 파손되어 화학물질(염산) 1L 유출된 사고,안전기준 미준수,누출,염산,,,0,0,0,0,,
85,2014-085,2014-09-27,08:39:00,,경북 포항시 남구 연일읍 오천리 87-17 소재 도로상,경북,포항시 남구,    경북 포항시 남구 연일읍 오천리 87-17 소재 도로 상에 염산 적재 탱크로리차량(25톤)이 난간 추돌로 인한 탱크로리 상단 위의 유증기 미량 발생,운송차량,누출,염산,,,0,0,1,0,,
86,2014-086,2014-09-28,18:37:00,여수제빙,전남 여수시 이순신광장로 135 ㈜여수제빙,전남,여수시,   암모니아를 냉매로 사용하는 제빙회사 내에서 펌프고장으로 가동을 중지하는 과정에서 배관에 남아있던 암모니아가 일부 누출된 사고,시설 결함,누출,암모니아,,,0,0,0,0,,
87,2014-087,2014-10-03,12:24:00,서울대학교,서울 관악구 신림동 서울특별시대학교 자연과학대 25-1동 603호,서울,관악구,"상기장소에서 실험 중 희석된 불산이 신고자(김동현, 남, 27세) 얼굴에 극소량 튀어 발생한 사고",안전기준 미준수,누출,플루오르화수소,,,0,0,0,0,,
88,2014-088,2014-10-11,18:41:00,화성도금단지,경기 화성시 구문천리 930-10 화성도금단지 내 폐수처리장,경기,화성시,발안산업단지 공장에서 메탄올 공급 배관 이상으로 공사를 하기 위해 탱크 내 메탄올 3톤을 옮기던 중 화재발생 및 부상자 1명 발생,안전기준 미준수,화재,메탄올,,,0,0,1,0,,150000
89,2014-089,2014-10-12,20:59:00,덕산약품공업,경기 안산시 단원구 신원로 133번지길53(성곡동 635-1번지) ㈜덕산약품공업,경기,안산시 단원구,상기장소의 옥내 탱크에 보관중인(약 10톤) 빙초산(30%)이 증류과정 중 혼합기 이상으로 미량 누출되어 연기 발생,시설 결함,누출,빙초산,,,0,0,0,0,,
90,2014-090,2014-10-16,05:41:00,,충북 영동군 경부고속도로 하행선 영동IC부근,충북,영동군,충북 영동군 경부고속도로 하행선에서 염산(10%) 운반차량 탱크의 노후로 인한 구멍이 발생하여 약 400~500L 유출 된 사고,운송차량,누출,염산,,,0,0,0,0,,
91,2014-091,2014-10-18,09:33:00,삼양이노켐,전북 군산시 오식도동 500-1 삼양이노켐,전북,군산시,삼양이노켐 비스페놀A 제조 후 출하과정 중 차량으로 연결된 호스 내 잔여물질(비스페놀A)에서 스파크 발생으로 인한 폭발로 근로자 1명이 화상을 입은 사고,시설 결함,폭발,비스페놀A,,,0,0,1,0,,
92,2014-092,2014-10-23,15:48:00,LG석유화학,전남 여수시 중흥동 1684번지 석유화학부두 내,전남,여수시,"에틸렌 이송배관에 설치된 액위 측정기 교체작업을 위해 튜빙캡 해체 작업 중 에틸렌 누출되어 이송배관에 질소를 공급하여 소각처리하고 긴급차단밸브를 차단하여 안전조치 함(에틸렌 1,000리터 중 약 50리터 누출)",안전기준 미준수,누출,에틸렌,,,0,0,0,0,,
93,2014-093,2014-10-28,15:10:00,지노켐,대전  대덕구 산업단지로 87번길 116(신일동 1693-10) 지노켐,대전,대덕구,"대전 대덕구 신일동 소재 과산화수소를 이용 로켓추진제를 만드는 업체에서 35% 과산화수소를 95%로 농축하는 실험과정에서 이물질 혼입에 의해 폭발사고 발생(부상 4명, 30,000,000원 피해발생)",안전기준 미준수,폭발,과산화수소,,,0,0,4,0,,30000
94,2014-094,2014-10-29,09:37:00,경찰병원,서울 송파구 가락동 10-15 국립경찰병원,서울,송파구,   서울 송파구 송리로 국립경찰병원 2층 병리과에서 임상조직물 검사용 질산(65%) 7L를 용기에 폐기처분 중 용기 파손으로 질산 약 1L 유출 사고 발생,안전기준 미준수,누출,질산,,,0,0,0,0,,
95,2014-095,2014-10-31,15:59:00,봉담고등학교,경기 화성시 봉담읍 동화리 570 봉담고등학교 4층 과학실,경기,화성시,봉담고등학교 과학실에서 학생 5명이 비커에 담겨있는 과산화에틸로 추정(봉담고등학교 교사 증언)되는 물질에 불을 붙여 폭발사고 발생,안전기준 미준수,폭발,과산화아세틸,,,0,0,5,0,,
96,2014-096,2014-11-05,16:35:00,한정물류,경북 봉화군 석포면 석포3리 석포역 인근 도로상,경북,봉화군,"봉화군 석포제련소 인근 석포3리 철교 밑에서 유독물(황산, 95%) 운반 탱크로리가 운전부주의로 하천변으로 추락, 탱크로리 상부 주입구 뚜껑 4개중 2개가 열려 황산이 유출, 물고기 수백마리 폐사",운송차량,누출,황산,,,0,0,0,0,,
97,2014-097,2014-11-07,23:54:00,대광화학,부산  사상구 주례동 788-1 대광화학,부산,사상구,"냉매가스를 생산하여 용기에 담아 납품하는 업체에서 2기의 중화제탱크(8톤급, 물+암모니아)중, 1기에서 미상의 원인으로 넘쳐흐름.(0.5톤 미만)",안전기준 미준수,누출,암모니아,,,0,0,0,0,,
98,2014-098,2014-11-18,11:02:00,평화발레오,경북 고령군 다산면 송곡리 1748-2(다산산단로 228) 평화발레오,경북,고령군,11월 18일 경북 고령군 소재 평화발레오 사업장 저장탱크 방류벽에 유출된 트리클로로에틸렌 혼합액(약 200리터) 제거 작업 중 작업자 1명이 증기 흡입 후 의식 잃음,안전기준 미준수,누출,트리클로로에틸렌,,,0,0,1,0,,
99,2014-099,2014-11-25,15:31:00,,대구  서구 상리동 산247-1번지 중앙고속도로 금호JC→서대구 IC 100미터 전방 도로상,대구,서구,상기 고속도로(중앙고속도로) 27톤 탱크로리(암모니아 수)가 탑차를 추돌한 사고로 운전석이 밀리면서 암모니아 수 유출 ※ 사고 지연 전파 후 접수,운송차량,누출,암모니아,,,0,0,0,0,,
100,2014-100,2014-11-29,11:04:00,,경기 안산시 단원구 원곡동 안산역 앞 도로상,경기,안산시 단원구,상기 장소에서 적재함에 질산용기(18L)를 싣고 이동중인 차량에서 용기가 낙하하여 질산이 유출된 사고,운송차량,누출,질산,,,0,0,0,0,,
101,2014-101,2014-12-06,18:00:00,강구수협,경북 영덕군 강구면 강구수협 냉동창고,경북,영덕군,강구수협 냉동창고 2층 기계실에서 작업자가 냉매용 암모니아 저장탱크(0.8톤 보관) 밸브 차단 과정 중 밸브 볼트 탈락으로 20분간 약 2리터 누출(소방 추정),시설 결함,누출,암모니아,,,0,0,0,0,,
102,2014-102,2014-12-10,12:25:00,영남도금,대구  달서구 갈산동 100-74 영남도금,대구,달서구,황산 탱크에 작업자가 실수로 차아염소산나트륨 용액을 주입하여 가스 발생,안전기준 미준수,누출,황산,차아염소산나트륨,,0,0,50,0,,
103,2014-103,2014-12-12,15:57:00,,서울 강서구 화곡8동 980-27,서울,강서구,황산과 염산을 실은 1톤 차량이 운전 중 사고를 내어 적재되어 있던 통이 쓰러지면서 황산 2L 누출,운송차량,누출,황산,,,0,0,0,0,,
104,2014-104,2014-12-15,16:05:00,한성냉동,경남 창원시 마산회원구 봉암동 660-183 한성냉동,경남,창원시 마산회원구,한성냉동창고에서 암모니아 저장 탱크 보온 작업 중 작업자 부주의로 암모니아수 400리터(추정) 유출,안전기준 미준수,누출,암모니아수,,,0,0,0,0,,
105,2014-105,2014-12-15,19:33:00,KOC,울산 울주군 온산읍 이진로 67-34,울산,울주군,KOC(주) 공장 액화염소탱크(용도폐기) 연결배관 철거를 위해 배관에 남아있는 잔류액화염소를 흡수탑으로 질소퍼지 작업 중 질소퍼지호스  탈락으로 염소가스 약 1kg 누출,안전기준 미준수,누출,염소,,,0,0,0,0,,
106,2015-001,2015-01-08,22:01:00,여수제빙,전남 여수시 중앙동 286-24 여수제빙㈜,전남,여수시,전남 여수 중앙동 소재 제빙공장에서 냉각기 코일고장으로 배관 내에 잔류한 암모니아 가스가 일부 누출,시설 결함,누출,암모니아,,,0,0,0,0,,
107,2015-002,2015-01-09,12:15:00,충남대학교,대전  유성구 궁동 산3-5 충남대학교 생활과학대학 식품영양학과 실험실,대전,유성구,시약 보관함(냉장고) 안 시약병이 오랜 부식으로 파손되어 질산 유출,시설 결함,누출,질산,,,0,0,0,0,,
108,2015-003,2015-01-11,14:42:00,한양에이스호,울산 남구 매암동 472-2 4부두 한양에이스호,울산,남구,"(1차)울산항 4부두 1번석 한양에이스호에서 화학물질(질산80%, 황산20% 혼산) 선적 작업 중 원인미상의 폭발사고 발생(2차)1.12(월) 00:00경 잔여 화학물질 육상 이송 작업 중 노란색 가스 발생",시설 결함,누출,"혼산(질산80%, 황산20%)",,,0,0,4,0,,
109,2015-004,2015-01-16,00:47:00,새한유조,경북 영천시 경부고속도로(서울특별시방향) 송포리 인근,경북,영천시,경부고속도로 영천IC 부근 교통사고로 인한 탱크로리(톨루엔) 차량이 추락하여 톨루엔 유출(유출량 약 200L),운송차량,누출,톨루엔,,,0,0,1,0,,
110,2015-005,2015-01-23,10:07:00,제이비코리아,경남 김해시 봉황동 473-12 남해고속도로 동김해IC인근(서김해IC 방향),경남,김해시,"남해고속도로 동김해 IC 인근에서 아세틸렌 용기를 적재한 운반차량과 승용차 추돌사고 발생, 적재되어 있던 아세틸렌 용기 3개 파손으로 화재 발생",운송차량,화재,아세틸렌,,,0,0,4,0,,
111,2015-006,2015-01-30,12:40:00,LG화학(여수),전남 여수시 화치동 356-10 PC(폴리카보네이트) 생산팀 Train P-1110(모노머 피드 펌프)주변,전남,여수시,"P-1110(모노머 피드 펌프) trip 되면서 T-1(1라인) Shut-down 됨 D-1110(모노머 피드 탱크) 압력 상승으로 압력배출용 밸브 오픈되면서 대기 누출  (여수센터)폴리카보네이트(PC) 반응기로 유입되는 비스페놀A 공급펌프 정지로 반응기 내에 있던 포스겐이 역류하여, 비스페놀A 저장조 상부 배기관을 통해 누출 추정 -추가 검증 결과 포스겐 누출은 없음",시설 결함,누출,일산화탄소,염화메틸렌,클로로포름,0,0,5,0,,
112,2015-007,2015-01-31,11:14:00,희성금속,인천 남동구 남동대로 117 희성금속,인천,남동구,희성금속 실험실에서 연구원 2명이 염산과 암모니아를 혼합하는 과정에서 폭발 발생,안전기준 미준수,폭발,염산,암모니아,,0,0,2,0,,
113,2015-008,2015-02-04,07:01:00,LG화학(청주),충북 청주시 흥덕구 송정동 LG화학,충북,청주시 흥덕구,"LG화학 청주공장에서 회로기판 에칭기 수세라인 교환 시 밸브 오작동으로 염화제2철 잔유물(1% 수용액) 2,000L 정도가 유출 ",시설 결함,누출,염화제이철,,,0,0,0,0,,
114,2015-009,2015-02-06,21:02:00,서울과학기술 대학교,서울 노원구 하계동 95-4 서울특별시과학기술대학교 하이테크관,서울,노원구,서울과학기술대학교 하이테크관 1층 105호 액화질소 탱크(100L) 밸브고장으로 누출,시설 결함,누출,질소(액화),,,0,0,0,0,,
115,2015-010,2015-02-11,09:04:00,대명특수산업,경기 화성시 장안면 금의리 477-2 대명특수산업,경기,화성시,폐드럼통 파쇄과정에서 메틸트리클로로실란으로 추정되는 물질이 약10 L 유출 및 유증기 발생,안전기준 미준수,누출,메틸트리클로로실란,,,0,0,0,0,,
116,2015-011,2015-02-13,16:46:00,이노 메이트,충북 청주시 청원구 오창읍 용두리 117-6 ㈜이노메이트,충북,청주시 청원구,이노메이트 충전실에서 실란 충전 중 커넥터 부위에서 실란가스 누출,시설 결함,누출,실란,,,0,0,0,0,,1170
117,2015-012,2015-02-26,14:44:00,유진테크,경기 이천 호법면 이섭대천로 28 유진테크,경기,이천시,유진테크 실험실 반도체 실리콘 화학물 정제중에 폭발로 작업자 얼굴부분 출혈 및 3도 화상 발생,안전기준 미준수,폭발,실리콘 화합물,,,0,0,1,0,,
118,2015-013,2015-02-26,15:03:00,광주과학기술원,광주 북구 첨단과기로 123 광주광역시과학기술원 환경동 213호,광주,북구,광주과학기술원 환경동 213호에서 아세톤 말통을 이용하여 염화티오닐을 폐기하는 과정에서 발열반응이 일어나 폭발사고 발생,안전기준 미준수,폭발,염화티오닐,아세톤,,0,0,4,0,,
119,2015-014,2015-02-28,10:08:00,한성냉동,경남 창원시 마산회원구 봉암공단로 8길 5 한성냉동,경남,창원시 마산회원구,"창원시 마산 자유수출지역 내 한성냉동 창고에서 냉매용 암모니아 가스를 중화시키는 작업 중 일정량 이상으로 주입하여 중화탱크 내 암모니아수가 오버플로우되어 외부로 일부 유출, 암모니아 냄새로 주변에서 신고",안전기준 미준수,누출,암모니아수,,,0,0,0,0,,
120,2015-015,2015-03-01,19:32:00,티에스 엠텍,울산 남구 부곡동 22-2 티에스엠텍,울산,남구,용접작업 중인 열교환기에 사고자가 의식불명 상태로 걸쳐 쓰러져 있는 것을 인근 작업자가 발견 아르곤 가스에 의한 질식 추정,안전기준 미준수,누출,아르곤,,,1,0,0,0,,
121,2015-016,2015-03-09,09:45:00,스템코,충북 청주시 흥덕구 옥산면 남촌리 1111,충북,청주시 흥덕구,반도체 제조 공장 작업장 내에서 건물 안 저장탱크에 있는 화학물질(염소산나트륨)을 폐기하기 위해 탱크로리로 옮기는 과정 중 이상 반응으로 인해 가스가 일부 누출되어 근로자 대피,안전기준 미준수,기타,염소산나트륨,,,0,0,0,0,,
122,2015-017,2015-03-16,21:14:00,롯데케미칼(서산),충남 서산시 대산읍 독곶리 롯데케미칼,충남,서산시,롯데케미칼(주) 에틸렌 비닐 아세테이트(EVA) 공정 반응기 과열반응으로 안전밸브(파열판type) 작동 화재,시설 결함,화재,에틸렌,,,0,0,0,0,,
123,2015-018,2015-03-17,,남영전구,광주 광산구 ㈜남영전구 광주광역시공장,광주,광산구,"(주)남영전구의 형광등 생산시설 철거(해체)작업 시 배관내부의 잔류수은이 지하실 바닥으로 유출(추정)되어, 사업장 내 지하실(비매립) 바닥에 방치(약 30리터 수거)되고, 화단 등의 토양 및 우수 맨홀(1개), 퇴적토 등에서 수은이 확인",시설 결함,누출,수은,,,0,0,6,0,,
